row_id,stratum,maintenance_id,v1_signature,source_field,segment_text,pred1_concept,pred1_score,pred1_primary_stage,pred1_all_stages,pred1_matched_term,pred2_concept,pred2_score,pred3_concept,pred3_score,LABEL_segment_type,LABEL_pred1_verdict,LABEL_evidence_quality,LABEL_valid_concepts,LABEL_invalid_concepts,LABEL_missing_concepts,LABEL_notes
99,action_like,169499,STEERING,maintenance_notes,"pending:painting the front bumper +polish.","Bumper damage",78,token,phrase+token+fuzzy,"front bumper","Paint damage",76,"Wiper / washer fault",55,action,correct_broad,medium,"Bumper damage; Paint damage","Wiper / washer fault","bumper painting","AI BASELINE — machine-generated, not ground truth"
100,band_60_79,162802,TYRE,maintenance_notes,"""The front left wheel studs","Engine noise",68,semantic,token+semantic,"rattling from the front","Wheel alignment",55,"Wheel balancing",55,part,incorrect,,none,"Engine noise; Wheel alignment; Wheel balancing","wheel stud issue","AI BASELINE — machine-generated, not ground truth"
101,action_like,161704,UNSIGNED,maintenance_notes,"Door lock has been installed","Door lock fault",78,token,token,"lock problem","Power window / lock fault",59,"Door / panel misalignment",56,action,correct_broad,medium,"Door lock fault","Power window / lock fault; Door / panel misalignment","door lock installation","AI BASELINE — machine-generated, not ground truth"
102,control_80_plus,162112,INTERIOR,maintenance_notes,alignment,"Wheel alignment",96,alias,alias+token+fuzzy,alignment,"Pulling / drifting",61,"Engine noise",60,unclear,correct_broad,weak,"Wheel alignment","Pulling / drifting; Engine noise",,"AI BASELINE — machine-generated, not ground truth"
103,ambiguous,169499,STEERING,maintenance_notes,"Scratches on the front bumper +  hood + windshield +front left fender +rear left door+ front left door handle+ rear bumper+ rear right door+ front right door","Bumper damage",76,token,phrase+token+fuzzy,"front bumper",Scratch,75,"Windscreen crack / chip",75,fault,correct_specific,strong,"Bumper damage; Scratch; Windscreen crack / chip",none,,"AI BASELINE — machine-generated, not ground truth"
104,ambiguous,155170,BODY,maintenance_notes,"took off front bumper with lip to dents fix and front lip change","Bumper damage",77,token,phrase+token+fuzzy,"front bumper",Dent,76,"Oil Change",56,action,correct_specific,medium,"Bumper damage; Dent","Oil Change",,"AI BASELINE — machine-generated, not ground truth"
105,band_60_79,161668,SUSPENSION,maintenance_notes,"Brake pads and sensors installed","Worn pads / discs",65,token,token,"brake pads finished","Brake noise (squeal / grind)",55,"Vibration when braking",55,action,correct_broad,medium,"Worn pads / discs","Brake noise (squeal / grind); Vibration when braking","brake pad replacement; sensor installation","AI BASELINE — machine-generated, not ground truth"
106,band_60_79,144422,OIL_SERVICE,maintenance_notes,"engine undercover","Coolant leak",68,semantic,token+semantic,"puddle under the engine","Engine noise",59,"Rough idle / misfire",58,part,incorrect,,none,"Coolant leak; Engine noise; Rough idle / misfire","engine undercover","AI BASELINE — machine-generated, not ground truth"
107,system_BRAKES,147555,BRAKES,maintenance_notes,"fixed and reprograming abs sensor","ABS warning light",72,token,phrase+token,ABS,"Sensor failure",57,"Wheel alignment",56,action,correct_broad,medium,"ABS warning light; Sensor failure","Wheel alignment","ABS sensor programming","AI BASELINE — machine-generated, not ground truth"
108,band_60_79,161668,SUSPENSION,maintenance_notes,"Coolant leak coming from a pipe","Coolant leak",79,token,phrase+token,"coolant leak","Oil leak",68,"Coolant service",57,fault,correct_specific,strong,"Coolant leak","Oil leak; Coolant service",,"AI BASELINE — machine-generated, not ground truth"
109,band_60_79,162112,INTERIOR,maintenance_notes,"Scratch and crack on the front lip",Scratch,77,token,phrase+token+fuzzy,scratch,"Windscreen crack / chip",55,"Wiper / washer fault",55,fault,correct_specific,strong,Scratch,"Windscreen crack / chip; Wiper / washer fault","front lip crack","AI BASELINE — machine-generated, not ground truth"
110,bare_system_noun,161230,COOLING,service_main,Suspension,"Knocking over bumps",63,token,token,"suspension knock",,,,,unclear,incorrect,,none,"Knocking over bumps","suspension unspecified","AI BASELINE — machine-generated, not ground truth"
111,band_60_79,157894,CHECK_ENGINE,maintenance_notes,"changed turbo oil pipe","Oil leak",63,token,token,"oil under the car","Oil Change",57,"Oil Filter",57,action,incorrect,,none,"Oil leak; Oil Change; Oil Filter","turbo oil pipe replacement","AI BASELINE — machine-generated, not ground truth"
112,band_60_79,168359,CHECK_ENGINE,maintenance_notes,"check engine message","Check-engine light",66,token,token,"check engine light","Engine noise",58,"Wheel alignment",56,fault,correct_specific,strong,"Check-engine light","Engine noise; Wheel alignment",,"AI BASELINE — machine-generated, not ground truth"
113,unresolved,152274,UNSIGNED,maintenance_notes,"car is already assembled",,,,,,,,,,operational,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
114,control_80_plus,157481,UNSIGNED,maintenance_notes,"engine fan is not working well","Cooling fan fault",80,token,token,"fan not working","Power window / lock fault",64,"Central locking / key fob",64,fault,correct_specific,strong,"Cooling fan fault","Power window / lock fault; Central locking / key fob",,"AI BASELINE — machine-generated, not ground truth"
115,band_60_79,143833,GLASS,maintenance_notes,"and driver seat belt fixed","Seat belt fault",66,token,token,"seat belt fault","Seat / upholstery damage",56,"Seat adjustment fault",56,action,correct_broad,medium,"Seat belt fault","Seat / upholstery damage; Seat adjustment fault","seat belt repair","AI BASELINE — machine-generated, not ground truth"
116,system_SUSPENSION,161668,SUSPENSION,maintenance_notes,"The source of the oil leak has not yet been identified","Oil leak",80,token,phrase+token,"Oil leak","Coolant leak",68,"Transmission fluid leak",63,fault,correct_specific,strong,"Oil leak","Coolant leak; Transmission fluid leak",,"AI BASELINE — machine-generated, not ground truth"
117,unresolved,166486,ELECTRICAL,maintenance_notes,"checked car in future and it's working well",,,,,,,,,,operational,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
118,control_80_plus,162112,INTERIOR,service_sup,"Rim Scratch","Damaged rim",96,alias,alias+token+fuzzy,"rim scratch",Scratch,81,"Steering vibration",56,fault,correct_specific,strong,"Damaged rim; Scratch","Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
119,band_60_79,159573,CHECK_ENGINE,maintenance_notes,"installing new wipers",Stalling,72,phrase,phrase+fuzzy,Stalling,"Wiper / washer fault",58,,,action,incorrect,,none,"Stalling; Wiper / washer fault","wiper replacement","AI BASELINE — machine-generated, not ground truth"
120,system_BRAKES,169949,BRAKES,service_sup,"Rim Scratch","Damaged rim",96,alias,alias+token+fuzzy,"rim scratch",Scratch,81,"Steering vibration",56,fault,correct_specific,strong,"Damaged rim; Scratch","Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
121,system_COOLING,170009,COOLING,service_sup,"Rim Scratch","Damaged rim",96,alias,alias+token+fuzzy,"rim scratch",Scratch,81,"Steering vibration",56,fault,correct_specific,strong,"Damaged rim; Scratch","Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
122,control_80_plus,153862,LIGHTS,maintenance_notes,"and some scratches",Scratch,84,token,phrase+token+fuzzy,scratches,,,,,fault,correct_specific,strong,Scratch,none,,"AI BASELINE — machine-generated, not ground truth"
123,ambiguous,154310,INTERIOR,maintenance_notes,"rims scratches (2)",Scratch,79,token,phrase+token+fuzzy,scratches,"Damaged rim",79,,,fault,correct_specific,strong,"Scratch; Damaged rim",none,,"AI BASELINE — machine-generated, not ground truth"
124,band_60_79,153241,TRANSMISSION,maintenance_notes,"taking off front differential","Wheel alignment",68,fuzzy,fuzzy,"needs tracking","Engine noise",68,"Wiper / washer fault",55,action,incorrect,,none,"Wheel alignment; Engine noise; Wiper / washer fault","differential removal","AI BASELINE — machine-generated, not ground truth"
125,system_ENGINE_MECH,167655,ENGINE_MECH,maintenance_notes,"-Misalignment or gaps in the bumper","Wheel alignment",71,phrase,phrase,alignment,"Bumper damage",69,"Door / panel misalignment",56,fault,incorrect,,"Bumper damage; Door / panel misalignment","Wheel alignment","bumper misalignment","AI BASELINE — machine-generated, not ground truth"
126,band_60_79,161668,SUSPENSION,maintenance_notes,"Sealant has been applied to the oil drain plug","Oil leak",63,token,token,"oil under the car","Oil Change",56,"Oil Filter",56,action,correct_broad,weak,"Oil leak","Oil Change; Oil Filter","oil drain plug sealing","AI BASELINE — machine-generated, not ground truth"
127,system_SUSPENSION,161668,SUSPENSION,maintenance_notes,"There is an oil leak from the oil plug","Oil leak",83,token,phrase+token,"Oil leak","Coolant leak",68,"Transmission fluid leak",66,fault,correct_specific,strong,"Oil leak","Coolant leak; Transmission fluid leak",,"AI BASELINE — machine-generated, not ground truth"
128,band_60_79,153862,LIGHTS,maintenance_notes,"some body scratches",Scratch,79,token,phrase+token+fuzzy,scratches,Dent,58,"Vibration at speed",58,fault,correct_specific,strong,Scratch,"Dent; Vibration at speed",,"AI BASELINE — machine-generated, not ground truth"
129,ambiguous,144820,STEERING,maintenance_notes,"wheels aligned and balanced","Wheel balancing",81,token,token,"balanced the wheels","Wheel alignment",78,,,action,correct_specific,strong,"Wheel balancing; Wheel alignment",none,,"AI BASELINE — machine-generated, not ground truth"
130,band_60_79,153862,LIGHTS,maintenance_notes,"rear seat rear cover springs fix","Seat / upholstery damage",64,token,token,"seat cover torn","Bumper damage",55,"Seat adjustment fault",55,action,correct_broad,weak,"Seat / upholstery damage","Bumper damage; Seat adjustment fault","seat spring repair","AI BASELINE — machine-generated, not ground truth"
131,ambiguous,150010,SUSPENSION,maintenance_notes,"now going to one roof garage to fix body and rims scratches",Scratch,76,token,phrase+token+fuzzy,scratches,"Damaged rim",76,Dent,54,fault,correct_specific,medium,"Scratch; Damaged rim",Dent,,"AI BASELINE — machine-generated, not ground truth"
132,ambiguous,158822,ELECTRICAL,maintenance_notes,"airbag light fixed was problem with seat","Airbag warning",79,token,phrase+token+fuzzy,"airbag light","Check-engine light",74,"ABS warning light",55,fault,correct_specific,strong,"Airbag warning","Check-engine light; ABS warning light","seat airbag sensor","AI BASELINE — machine-generated, not ground truth"
133,band_60_79,166486,ELECTRICAL,maintenance_notes,"car has gearbox not working","Power window / lock fault",66,token,token,"window not working","Central locking / key fob",66,"Heater not working",66,fault,incorrect,,none,"Power window / lock fault; Central locking / key fob; Heater not working","gearbox failure","AI BASELINE — machine-generated, not ground truth"
134,ambiguous,164214,INTERIOR,service_main,"Rims scratch",Scratch,79,token,phrase+token+fuzzy,scratch,"Damaged rim",79,,,fault,correct_specific,strong,"Scratch; Damaged rim",none,,"AI BASELINE — machine-generated, not ground truth"
135,system_COOLING,164861,COOLING,service_main,"Engine Overheating",Overheating,96,alias,alias+phrase+token+fuzzy,"engine overheating","Engine noise",59,"Rough idle / misfire",58,fault,correct_specific,strong,Overheating,"Engine noise; Rough idle / misfire",,"AI BASELINE — machine-generated, not ground truth"
136,band_60_79,161668,SUSPENSION,maintenance_notes,"A new water pump has been purchased and will be installed","Water pump failure",64,token,token,"water pump failure","Coolant leak",63,"Coolant service",55,part,correct_broad,weak,"Water pump failure","Coolant leak; Coolant service","water pump purchase","AI BASELINE — machine-generated, not ground truth"
137,system_BRAKES,169949,BRAKES,maintenance_notes,"Scratches on:Front right rim+Left side of the front bumper+Front left rim+","Bumper damage",77,token,phrase+token+fuzzy,"front bumper",Scratch,76,"Damaged rim",68,fault,correct_specific,strong,"Bumper damage; Scratch; Damaged rim",none,,"AI BASELINE — machine-generated, not ground truth"
138,band_60_79,159573,CHECK_ENGINE,maintenance_notes,"scratch (rear fender)",Scratch,78,token,phrase+token+fuzzy,scratch,"Damaged rim",56,"Bumper damage",56,fault,correct_specific,strong,Scratch,"Damaged rim; Bumper damage",,"AI BASELINE — machine-generated, not ground truth"
139,band_60_79,153862,LIGHTS,maintenance_notes,"rear bumper covers paint fix","Bumper damage",78,token,phrase+token+fuzzy,"rear bumper",Scratch,55,"Paint damage",55,action,correct_broad,medium,"Bumper damage; Paint damage",Scratch,"bumper paint repair","AI BASELINE — machine-generated, not ground truth"
140,control_80_plus,152103,BODY,maintenance_notes,"fixing trunk door","Door / panel misalignment",81,token,phrase+token,"trunk door","Broken glass / window",54,Dent,46,action,correct_broad,weak,"Door / panel misalignment","Broken glass / window; Dent","trunk door repair","AI BASELINE — machine-generated, not ground truth"
141,band_60_79,168790,CHECK_ENGINE,maintenance_notes,"A tire is losing air","Puncture / slow leak",70,token,token,"tire losing air","Air Filter",58,"Tire Change",58,fault,correct_specific,strong,"Puncture / slow leak","Air Filter; Tire Change",,"AI BASELINE — machine-generated, not ground truth"
142,control_80_plus,167851,TYRE,maintenance_notes,"Wheel alignment","Wheel alignment",96,alias,alias+phrase+token+fuzzy,"wheel alignment","Wheel balancing",58,"Steering vibration",58,unclear,correct_specific,medium,"Wheel alignment","Wheel balancing; Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
143,ambiguous,167655,ENGINE_MECH,maintenance_notes,"-Windshield washer nozzle is not working","Wiper / washer fault",80,token,token,"washer not working","Windscreen crack / chip",76,"Power window / lock fault",64,fault,correct_specific,strong,"Wiper / washer fault","Windscreen crack / chip; Power window / lock fault",,"AI BASELINE — machine-generated, not ground truth"
144,system_SUSPENSION,161668,SUSPENSION,maintenance_notes,"Engine oil leak persists – oil cap","Oil leak",80,token,phrase+token,"Oil leak","Engine noise",68,"Coolant leak",68,fault,correct_specific,strong,"Oil leak","Engine noise; Coolant leak",,"AI BASELINE — machine-generated, not ground truth"
145,system_ELECTRICAL,158720,ELECTRICAL,maintenance_notes,"- Scratches on the rear rims",Scratch,78,token,phrase+token+fuzzy,scratches,"Damaged rim",78,"Bumper damage",56,fault,correct_specific,strong,"Scratch; Damaged rim","Bumper damage",,"AI BASELINE — machine-generated, not ground truth"
146,band_60_79,150991,ENGINE_MECH,maintenance_notes,"assembling new engine to the car","Coolant leak",68,semantic,token+semantic,"puddle under the engine","Engine noise",59,"Rough idle / misfire",58,action,incorrect,,none,"Coolant leak; Engine noise; Rough idle / misfire","engine installation","AI BASELINE — machine-generated, not ground truth"
147,unresolved,144422,OIL_SERVICE,maintenance_notes,"and fenders cover",,,,,,,,,,part,none_predicted,,none,none,"fender cover","AI BASELINE — machine-generated, not ground truth"
148,ambiguous,167655,ENGINE_MECH,maintenance_notes,"-Scratches on the rims and vehicle body",Scratch,78,token,phrase+token+fuzzy,scratches,"Damaged rim",78,Dent,56,fault,correct_specific,strong,"Scratch; Damaged rim",Dent,,"AI BASELINE — machine-generated, not ground truth"
149,bare_system_noun,161500,ENGINE_MECH,service_main,Engine,"Coolant leak",68,semantic,token+semantic,"puddle under the engine","Engine noise",64,"Rough idle / misfire",63,unclear,incorrect,,none,"Coolant leak; Engine noise; Rough idle / misfire","engine unspecified","AI BASELINE — machine-generated, not ground truth"
150,control_80_plus,162112,INTERIOR,service_sup,"Minor Surface Scratch",Scratch,96,alias,alias+phrase+token+fuzzy,"minor surface scratch","Damaged rim",56,"Rust / corrosion",54,fault,correct_specific,strong,Scratch,"Damaged rim; Rust / corrosion",,"AI BASELINE — machine-generated, not ground truth"
151,ambiguous,167851,TYRE,maintenance_notes,"Oil and filter change","Oil Change",83,token,token,"Oil Change","Oil Filter",83,"Oil leak",64,action,correct_specific,strong,"Oil Change; Oil Filter","Oil leak",,"AI BASELINE — machine-generated, not ground truth"
152,system_ENGINE_MECH,166930,ENGINE_MECH,maintenance_notes,"Scratches on the vehicle body (DONE)",Scratch,79,token,phrase+token+fuzzy,scratches,Dent,58,"Vibration at speed",58,fault,correct_specific,strong,Scratch,"Dent; Vibration at speed",,"AI BASELINE — machine-generated, not ground truth"
153,band_60_79,153136,BATTERY,maintenance_notes,"radar is not working","Camera / ADAS fault",78,token,token,"radar issue","Power window / lock fault",66,"Central locking / key fob",66,fault,correct_specific,strong,"Camera / ADAS fault","Power window / lock fault; Central locking / key fob",,"AI BASELINE — machine-generated, not ground truth"
154,action_like,146019,COOLING,maintenance_notes,"body kit is painting","Paint damage",78,token,phrase+token+fuzzy,painting,Dent,56,"Vibration at speed",56,action,correct_broad,weak,"Paint damage","Dent; Vibration at speed","body kit painting","AI BASELINE — machine-generated, not ground truth"
155,system_ENGINE_MECH,166930,ENGINE_MECH,maintenance_notes,"Scratches on the rear bumper(done)","Bumper damage",81,token,phrase+token+fuzzy,"rear bumper",Scratch,78,"Parking sensor fault",56,fault,correct_specific,strong,"Bumper damage; Scratch","Parking sensor fault",,"AI BASELINE — machine-generated, not ground truth"
156,system_COOLING,158913,COOLING,maintenance_notes,"There is a heavy water leak.","Coolant leak",81,token,phrase+token,"water leak","Oil leak",68,"Water pump failure",66,fault,correct_broad,medium,"Coolant leak","Oil leak; Water pump failure","water leak source unknown","AI BASELINE — machine-generated, not ground truth"
157,band_60_79,160193,OIL_SERVICE,maintenance_notes,"Dent on the left rear door",Dent,77,token,phrase+token+fuzzy,dent,"Pulling / drifting",55,"Door / panel misalignment",55,fault,correct_specific,strong,Dent,"Pulling / drifting; Door / panel misalignment",,"AI BASELINE — machine-generated, not ground truth"
158,action_like,161668,SUSPENSION,maintenance_notes,"Oil and filter have been replaced","Oil Filter",83,token,token,"Oil Filter","Oil leak",64,"Oil Change",58,action,correct_specific,strong,"Oil Filter; Oil Change","Oil leak",,"AI BASELINE — machine-generated, not ground truth"
159,unresolved,168067,UNSIGNED,service_sup,"New Car",,,,,,,,,,operational,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
160,system_COOLING,170009,COOLING,maintenance_notes,"Scratches on the front bumper","Bumper damage",81,token,phrase+token+fuzzy,"front bumper",Scratch,78,"Wiper / washer fault",56,fault,correct_specific,strong,"Bumper damage; Scratch","Wiper / washer fault",,"AI BASELINE — machine-generated, not ground truth"
161,bare_system_noun,161296,COOLING,service_main,Suspension,"Knocking over bumps",63,token,token,"suspension knock",,,,,unclear,incorrect,,none,"Knocking over bumps","suspension unspecified","AI BASELINE — machine-generated, not ground truth"
162,band_60_79,149683,LIGHTS,maintenance_notes,"bumperss lights checked","Check-engine light",69,fuzzy,fuzzy,"light is on","Foggy / dim lights",53,Stalling,46,procedure,incorrect,,none,"Check-engine light; Foggy / dim lights; Stalling","bumper light check","AI BASELINE — machine-generated, not ground truth"
163,system_ELECTRICAL,169914,ELECTRICAL,maintenance_notes,"needs to change the rear light to new model","Check-engine light",74,token,token,"light is on","Tail / brake light out",65,"Oil Change",57,action,incorrect,,none,"Check-engine light; Tail / brake light out; Oil Change","rear light replacement","AI BASELINE — machine-generated, not ground truth"
164,band_60_79,168790,CHECK_ENGINE,maintenance_notes,"there are scratches on the rear suspension arms",Scratch,77,token,phrase+token+fuzzy,scratches,"Knocking over bumps",55,"Bumper damage",55,fault,correct_specific,strong,Scratch,"Knocking over bumps; Bumper damage",,"AI BASELINE — machine-generated, not ground truth"
165,unresolved,166486,ELECTRICAL,maintenance_notes,"car is un able to move",,,,,,,,,,fault,none_predicted,,none,none,"vehicle immobile","AI BASELINE — machine-generated, not ground truth"
166,band_60_79,159573,CHECK_ENGINE,maintenance_notes,"message check engine (o2 sensor","Check-engine light",64,token,token,"check engine light","Engine noise",56,"Sensor failure",56,fault,correct_specific,strong,"Check-engine light","Engine noise; Sensor failure","O2 sensor fault","AI BASELINE — machine-generated, not ground truth"
167,band_60_79,146019,COOLING,maintenance_notes,"installing sensor wiring",Stalling,72,phrase,phrase+fuzzy,Stalling,"Wiring / fuse issue",58,"Sensor failure",58,action,incorrect,,none,"Stalling; Wiring / fuse issue; Sensor failure","sensor wiring installation","AI BASELINE — machine-generated, not ground truth"
168,band_60_79,145737,FUEL_SYS,maintenance_notes,"there is pressure in the fuel tank didn't fix it delayed car has booking","Fuel system fault",61,token,token,"low fuel pressure","TPMS / tyre-pressure warning",54,"Delayed engagement",54,fault,correct_specific,medium,"Fuel system fault","TPMS / tyre-pressure warning; Delayed engagement",,"AI BASELINE — machine-generated, not ground truth"
169,band_60_79,159266,COOLING,maintenance_notes,"car overheats when idling",Overheating,71,phrase,phrase+fuzzy,overheat,,,,,fault,correct_specific,strong,Overheating,none,,"AI BASELINE — machine-generated, not ground truth"
170,action_like,157567,SUSPENSION,maintenance_notes,"parts adjusted and now will work on paint before installing",Stalling,72,phrase,phrase+fuzzy,Stalling,Scratch,54,"Paint damage",54,action,incorrect,,none,"Stalling; Scratch; Paint damage","parts adjustment; painting","AI BASELINE — machine-generated, not ground truth"
171,ambiguous,164214,INTERIOR,maintenance_notes,"on rim scratch","Damaged rim",86,phrase,phrase+token+fuzzy,"rim scratch",Scratch,79,"Steering vibration",56,fault,correct_specific,strong,"Damaged rim; Scratch","Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
172,action_like,157567,SUSPENSION,maintenance_notes,"car finished painting on 17","Paint damage",78,token,phrase+token+fuzzy,painting,"Worn / bald tyre",54,Dent,54,action,correct_broad,weak,"Paint damage","Worn / bald tyre; Dent","vehicle painting","AI BASELINE — machine-generated, not ground truth"
173,band_60_79,161668,SUSPENSION,maintenance_notes,"Front and rear brake pads replaced","Worn pads / discs",64,token,token,"brake pads finished","Brake noise (squeal / grind)",55,"Vibration when braking",55,action,correct_broad,medium,"Worn pads / discs","Brake noise (squeal / grind); Vibration when braking","brake pad replacement","AI BASELINE — machine-generated, not ground truth"
174,system_ENGINE_MECH,164870,ENGINE_MECH,maintenance_notes,"starter check relay check","Starter problem",80,token,token+fuzzy,"Starter problem","Wheel alignment",56,,,procedure,correct_broad,medium,"Starter problem","Wheel alignment","starter / relay check","AI BASELINE — machine-generated, not ground truth"
175,action_like,146019,COOLING,maintenance_notes,"dashbord programming","Dashboard fault",76,token,phrase+token+fuzzy,dashbord,"Infotainment / screen issue",58,"Key / immobiliser fault",58,action,correct_broad,weak,"Dashboard fault","Infotainment / screen issue; Key / immobiliser fault","dashboard programming","AI BASELINE — machine-generated, not ground truth"
176,action_like,144405,GLASS,maintenance_notes,"changing seatbelt into red tmw will go to hotline for mirror painting","Paint damage",75,token,phrase+token+fuzzy,painting,"Cannot select gear",60,"Worn / bald tyre",54,action,correct_broad,weak,"Paint damage","Cannot select gear; Worn / bald tyre","seatbelt change; mirror painting","AI BASELINE — machine-generated, not ground truth"
177,band_60_79,146195,TRANSMISSION,maintenance_notes,"gearbox oil added","Transmission fluid leak",66,token,token,"gearbox oil leak","Oil leak",64,"Oil Change",58,action,incorrect,,none,"Transmission fluid leak; Oil leak; Oil Change","gearbox oil top-up","AI BASELINE — machine-generated, not ground truth"
178,band_60_79,144422,OIL_SERVICE,maintenance_notes,"and oil changing","Oil leak",66,token,token,"oil under the car","Oil Change",59,"Oil Filter",59,action,incorrect,,"Oil Change","Oil leak; Oil Filter","oil change","AI BASELINE — machine-generated, not ground truth"
179,unresolved,160193,OIL_SERVICE,maintenance_notes,done,,,,,,,,,,operational,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
180,ambiguous,155170,BODY,maintenance_notes,"front bumper adjust with fender and dent with fender still need to paint","Bumper damage",78,token,phrase+token+fuzzy,"front bumper",Dent,76,Scratch,54,action,correct_specific,medium,"Bumper damage; Dent",Scratch,,"AI BASELINE — machine-generated, not ground truth"
181,ambiguous,158822,ELECTRICAL,maintenance_notes,"scratch on rims and car body",Scratch,78,token,phrase+token+fuzzy,scratch,"Damaged rim",78,Dent,56,fault,correct_specific,strong,"Scratch; Damaged rim",Dent,,"AI BASELINE — machine-generated, not ground truth"
182,bare_system_noun,170009,COOLING,service_main,Engine,"Coolant leak",68,semantic,token+semantic,"puddle under the engine","Engine noise",64,"Rough idle / misfire",63,unclear,incorrect,,none,"Coolant leak; Engine noise; Rough idle / misfire","engine unspecified","AI BASELINE — machine-generated, not ground truth"
183,system_BRAKES,160253,BRAKES,maintenance_notes,"Scratches on the left side",Scratch,78,token,phrase+token+fuzzy,scratches,"Pulling / drifting",56,"Accident damage",54,fault,correct_specific,strong,Scratch,"Pulling / drifting; Accident damage",,"AI BASELINE — machine-generated, not ground truth"
184,ambiguous,168643,OIL_SERVICE,maintenance_notes,"Scratch on Front Rim","Damaged rim",81,token,token+fuzzy,"rim scratch",Scratch,78,"Steering vibration",64,fault,correct_specific,strong,"Damaged rim; Scratch","Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
185,ambiguous,153862,LIGHTS,maintenance_notes,"all rims scratches",Scratch,78,token,phrase+token+fuzzy,scratches,"Damaged rim",78,,,fault,correct_specific,strong,"Scratch; Damaged rim",none,,"AI BASELINE — machine-generated, not ground truth"
186,system_ENGINE_MECH,167655,ENGINE_MECH,maintenance_notes,"-Presence of water and oil leaks","Oil leak",72,phrase,phrase+token,"Oil leak","Coolant leak",68,"Oil Change",57,fault,correct_specific,strong,"Oil leak; Coolant leak","Oil Change",,"AI BASELINE — machine-generated, not ground truth"
187,unresolved,168790,CHECK_ENGINE,maintenance_notes,done,,,,,,,,,,operational,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
188,bare_system_noun,160731,SUSPENSION,service_main,Suspension,"Knocking over bumps",63,token,token,"suspension knock",,,,,unclear,incorrect,,none,"Knocking over bumps","suspension unspecified","AI BASELINE — machine-generated, not ground truth"
189,ambiguous,162112,INTERIOR,maintenance_notes,"Scratches on the rims and front lip",Scratch,77,token,phrase+token+fuzzy,scratches,"Damaged rim",77,"Wiper / washer fault",55,fault,correct_specific,strong,"Scratch; Damaged rim","Wiper / washer fault",,"AI BASELINE — machine-generated, not ground truth"
190,band_60_79,153136,BATTERY,maintenance_notes,"screen is not working","Infotainment / screen issue",78,token,token,"screen issue","Power window / lock fault",66,"Central locking / key fob",66,fault,correct_specific,strong,"Infotainment / screen issue","Power window / lock fault; Central locking / key fob",,"AI BASELINE — machine-generated, not ground truth"
191,action_like,167655,ENGINE_MECH,maintenance_notes,"-Steering wheel needs repainting and upholstery cleaning","Paint damage",76,token,phrase+token+fuzzy,repainting,"Seat / upholstery damage",69,"Steering vibration",64,action,correct_broad,medium,"Paint damage; Seat / upholstery damage","Steering vibration","steering wheel repaint; upholstery cleaning","AI BASELINE — machine-generated, not ground truth"
192,band_60_79,161668,SUSPENSION,maintenance_notes,"Scratches on vehicle body",Scratch,79,token,phrase+token+fuzzy,scratches,Dent,58,"Vibration at speed",58,fault,correct_specific,strong,Scratch,"Dent; Vibration at speed",,"AI BASELINE — machine-generated, not ground truth"
193,system_BRAKES,160253,BRAKES,maintenance_notes,"Scratches on the driver’s door edge",Scratch,78,token,phrase+token+fuzzy,scratches,"Door / panel misalignment",56,"Broken glass / window",54,fault,correct_specific,strong,Scratch,"Door / panel misalignment; Broken glass / window",,"AI BASELINE — machine-generated, not ground truth"
194,unresolved,166486,ELECTRICAL,maintenance_notes,"electrilac issue checking but didnot find it",,,,,,,,,,procedure,none_predicted,,none,none,"electrical fault not found","AI BASELINE — machine-generated, not ground truth"
195,system_ELECTRICAL,143720,ELECTRICAL,maintenance_notes,"windshield washer tank sensor and engine undercover","Windscreen crack / chip",76,token,token,"windshield issue","Engine noise",56,"Sensor failure",56,part,incorrect,,none,"Windscreen crack / chip; Engine noise; Sensor failure","washer tank sensor; engine undercover","AI BASELINE — machine-generated, not ground truth"
196,band_60_79,153862,LIGHTS,maintenance_notes,"rear left fender dents",Dent,77,token,phrase+token+fuzzy,dents,"Pulling / drifting",55,"Bumper damage",55,fault,correct_specific,strong,Dent,"Pulling / drifting; Bumper damage",,"AI BASELINE — machine-generated, not ground truth"
197,system_COOLING,170009,COOLING,maintenance_notes,"Scratches on the rear bumper","Bumper damage",81,token,phrase+token+fuzzy,"rear bumper",Scratch,78,"Parking sensor fault",56,fault,correct_specific,strong,"Bumper damage; Scratch","Parking sensor fault",,"AI BASELINE — machine-generated, not ground truth"
198,band_60_79,153136,BATTERY,maintenance_notes,"battery and alternator check","Alternator / charging fault",69,fuzzy,token+fuzzy,altenator,"Battery Replacement",58,"Wheel alignment",56,procedure,correct_broad,medium,"Alternator / charging fault; Battery Replacement","Wheel alignment","battery check","AI BASELINE — machine-generated, not ground truth"
