row_id,stratum,maintenance_id,v1_signature,source_field,segment_text,pred1_concept,pred1_score,pred1_primary_stage,pred1_all_stages,pred1_matched_term,pred2_concept,pred2_score,pred3_concept,pred3_score,LABEL_segment_type,LABEL_pred1_verdict,LABEL_evidence_quality,LABEL_valid_concepts,LABEL_invalid_concepts,LABEL_missing_concepts,LABEL_notes
156,system_COOLING,158913,COOLING,maintenance_notes,"There is a heavy water leak.","Coolant leak",81,token,phrase+token,"water leak","Oil leak",68,"Water pump failure",66,,,,,,,
157,band_60_79,160193,OIL_SERVICE,maintenance_notes,"Dent on the left rear door",Dent,77,token,phrase+token+fuzzy,dent,"Pulling / drifting",55,"Door / panel misalignment",55,,,,,,,
158,action_like,161668,SUSPENSION,maintenance_notes,"Oil and filter have been replaced","Oil Filter",83,token,token,"Oil Filter","Oil leak",64,"Oil Change",58,,,,,,,
159,unresolved,168067,UNSIGNED,service_sup,"New Car",,,,,,,,,,,,,,,,
160,system_COOLING,170009,COOLING,maintenance_notes,"Scratches on the front bumper","Bumper damage",81,token,phrase+token+fuzzy,"front bumper",Scratch,78,"Wiper / washer fault",56,,,,,,,
161,bare_system_noun,161296,COOLING,service_main,Suspension,"Knocking over bumps",63,token,token,"suspension knock",,,,,,,,,,,
162,band_60_79,149683,LIGHTS,maintenance_notes,"bumperss lights checked","Check-engine light",69,fuzzy,fuzzy,"light is on","Foggy / dim lights",53,Stalling,46,,,,,,,
163,system_ELECTRICAL,169914,ELECTRICAL,maintenance_notes,"needs to change the rear light to new model","Check-engine light",74,token,token,"light is on","Tail / brake light out",65,"Oil Change",57,,,,,,,
164,band_60_79,168790,CHECK_ENGINE,maintenance_notes,"there are scratches on the rear suspension arms",Scratch,77,token,phrase+token+fuzzy,scratches,"Knocking over bumps",55,"Bumper damage",55,,,,,,,
165,unresolved,166486,ELECTRICAL,maintenance_notes,"car is un able to move",,,,,,,,,,,,,,,,
166,band_60_79,159573,CHECK_ENGINE,maintenance_notes,"message check engine (o2 sensor","Check-engine light",64,token,token,"check engine light","Engine noise",56,"Sensor failure",56,,,,,,,
167,band_60_79,146019,COOLING,maintenance_notes,"installing sensor wiring",Stalling,72,phrase,phrase+fuzzy,Stalling,"Wiring / fuse issue",58,"Sensor failure",58,,,,,,,
168,band_60_79,145737,FUEL_SYS,maintenance_notes,"there is pressure in the fuel tank didn't fix it delayed car has booking","Fuel system fault",61,token,token,"low fuel pressure","TPMS / tyre-pressure warning",54,"Delayed engagement",54,,,,,,,
169,band_60_79,159266,COOLING,maintenance_notes,"car overheats when idling",Overheating,71,phrase,phrase+fuzzy,overheat,,,,,,,,,,,
170,action_like,157567,SUSPENSION,maintenance_notes,"parts adjusted and now will work on paint before installing",Stalling,72,phrase,phrase+fuzzy,Stalling,Scratch,54,"Paint damage",54,,,,,,,
171,ambiguous,164214,INTERIOR,maintenance_notes,"on rim scratch","Damaged rim",86,phrase,phrase+token+fuzzy,"rim scratch",Scratch,79,"Steering vibration",56,,,,,,,
172,action_like,157567,SUSPENSION,maintenance_notes,"car finished painting on 17","Paint damage",78,token,phrase+token+fuzzy,painting,"Worn / bald tyre",54,Dent,54,,,,,,,
173,band_60_79,161668,SUSPENSION,maintenance_notes,"Front and rear brake pads replaced","Worn pads / discs",64,token,token,"brake pads finished","Brake noise (squeal / grind)",55,"Vibration when braking",55,,,,,,,
174,system_ENGINE_MECH,164870,ENGINE_MECH,maintenance_notes,"starter check relay check","Starter problem",80,token,token+fuzzy,"Starter problem","Wheel alignment",56,,,,,,,,,
175,action_like,146019,COOLING,maintenance_notes,"dashbord programming","Dashboard fault",76,token,phrase+token+fuzzy,dashbord,"Infotainment / screen issue",58,"Key / immobiliser fault",58,,,,,,,
176,action_like,144405,GLASS,maintenance_notes,"changing seatbelt into red tmw will go to hotline for mirror painting","Paint damage",75,token,phrase+token+fuzzy,painting,"Cannot select gear",60,"Worn / bald tyre",54,,,,,,,
177,band_60_79,146195,TRANSMISSION,maintenance_notes,"gearbox oil added","Transmission fluid leak",66,token,token,"gearbox oil leak","Oil leak",64,"Oil Change",58,,,,,,,
178,band_60_79,144422,OIL_SERVICE,maintenance_notes,"and oil changing","Oil leak",66,token,token,"oil under the car","Oil Change",59,"Oil Filter",59,,,,,,,
179,unresolved,160193,OIL_SERVICE,maintenance_notes,done,,,,,,,,,,,,,,,,
180,ambiguous,155170,BODY,maintenance_notes,"front bumper adjust with fender and dent with fender still need to paint","Bumper damage",78,token,phrase+token+fuzzy,"front bumper",Dent,76,Scratch,54,,,,,,,
181,ambiguous,158822,ELECTRICAL,maintenance_notes,"scratch on rims and car body",Scratch,78,token,phrase+token+fuzzy,scratch,"Damaged rim",78,Dent,56,,,,,,,
182,bare_system_noun,170009,COOLING,service_main,Engine,"Coolant leak",68,semantic,token+semantic,"puddle under the engine","Engine noise",64,"Rough idle / misfire",63,,,,,,,
183,system_BRAKES,160253,BRAKES,maintenance_notes,"Scratches on the left side",Scratch,78,token,phrase+token+fuzzy,scratches,"Pulling / drifting",56,"Accident damage",54,,,,,,,
184,ambiguous,168643,OIL_SERVICE,maintenance_notes,"Scratch on Front Rim","Damaged rim",81,token,token+fuzzy,"rim scratch",Scratch,78,"Steering vibration",64,,,,,,,
185,ambiguous,153862,LIGHTS,maintenance_notes,"all rims scratches",Scratch,78,token,phrase+token+fuzzy,scratches,"Damaged rim",78,,,,,,,,,
186,system_ENGINE_MECH,167655,ENGINE_MECH,maintenance_notes,"-Presence of water and oil leaks","Oil leak",72,phrase,phrase+token,"Oil leak","Coolant leak",68,"Oil Change",57,,,,,,,
187,unresolved,168790,CHECK_ENGINE,maintenance_notes,done,,,,,,,,,,,,,,,,
188,bare_system_noun,160731,SUSPENSION,service_main,Suspension,"Knocking over bumps",63,token,token,"suspension knock",,,,,,,,,,,
189,ambiguous,162112,INTERIOR,maintenance_notes,"Scratches on the rims and front lip",Scratch,77,token,phrase+token+fuzzy,scratches,"Damaged rim",77,"Wiper / washer fault",55,,,,,,,
190,band_60_79,153136,BATTERY,maintenance_notes,"screen is not working","Infotainment / screen issue",78,token,token,"screen issue","Power window / lock fault",66,"Central locking / key fob",66,,,,,,,
191,action_like,167655,ENGINE_MECH,maintenance_notes,"-Steering wheel needs repainting and upholstery cleaning","Paint damage",76,token,phrase+token+fuzzy,repainting,"Seat / upholstery damage",69,"Steering vibration",64,,,,,,,
192,band_60_79,161668,SUSPENSION,maintenance_notes,"Scratches on vehicle body",Scratch,79,token,phrase+token+fuzzy,scratches,Dent,58,"Vibration at speed",58,,,,,,,
193,system_BRAKES,160253,BRAKES,maintenance_notes,"Scratches on the driver’s door edge",Scratch,78,token,phrase+token+fuzzy,scratches,"Door / panel misalignment",56,"Broken glass / window",54,,,,,,,
194,unresolved,166486,ELECTRICAL,maintenance_notes,"electrilac issue checking but didnot find it",,,,,,,,,,,,,,,,
195,system_ELECTRICAL,143720,ELECTRICAL,maintenance_notes,"windshield washer tank sensor and engine undercover","Windscreen crack / chip",76,token,token,"windshield issue","Engine noise",56,"Sensor failure",56,,,,,,,
196,band_60_79,153862,LIGHTS,maintenance_notes,"rear left fender dents",Dent,77,token,phrase+token+fuzzy,dents,"Pulling / drifting",55,"Bumper damage",55,,,,,,,
197,system_COOLING,170009,COOLING,maintenance_notes,"Scratches on the rear bumper","Bumper damage",81,token,phrase+token+fuzzy,"rear bumper",Scratch,78,"Parking sensor fault",56,,,,,,,
198,band_60_79,153136,BATTERY,maintenance_notes,"battery and alternator check","Alternator / charging fault",69,fuzzy,token+fuzzy,altenator,"Battery Replacement",58,"Wheel alignment",56,,,,,,,
199,ambiguous,164870,ENGINE_MECH,maintenance_notes,"rims scratches",Scratch,81,phrase,phrase+token+fuzzy,scratches,"Damaged rim",79,,,,,,,,,
200,action_like,153862,LIGHTS,maintenance_notes,"windows polishing right  side scratches",Scratch,76,token,phrase+token+fuzzy,scratches,"Foggy / dim lights",55,"Accident damage",53,,,,,,,
201,system_ELECTRICAL,168300,ELECTRICAL,maintenance_notes,"needs new abs","ABS warning light",79,token,phrase+token,ABS,"Wheel alignment",68,,,,,,,,,
202,control_80_plus,162802,TYRE,maintenance_notes,"Wheel alignment dn..""","Wheel alignment",87,phrase,phrase+token+fuzzy,"wheel alignment","Wheel balancing",56,"Steering vibration",56,,,,,,,
203,system_ENGINE_MECH,161500,ENGINE_MECH,maintenance_notes,"Noise from engine pulleys","Engine noise",83,token,token,"Engine noise","Coolant leak",68,"Steering noise",58,,,,,,,
204,action_like,152103,BODY,maintenance_notes,"abdullah get new rear bumper they working on painting and assembling it","Bumper damage",77,token,phrase+token+fuzzy,"rear bumper","Paint damage",76,"Wiper / washer fault",56,,,,,,,
205,system_ELECTRICAL,169914,ELECTRICAL,maintenance_notes,"front lip scratch right side",Scratch,76,token,phrase+token+fuzzy,scratch,"Wiper / washer fault",55,"Damaged rim",55,,,,,,,
206,ambiguous,160193,OIL_SERVICE,maintenance_notes,"needs to change oil and filter","Oil Change",83,token,token,"Oil Change","Oil Filter",83,"Oil leak",64,,,,,,,
207,band_60_79,169499,STEERING,maintenance_notes,"retaining bracket or a loose mounting bolt","Paint damage",68,fuzzy,fuzzy,repainting,"Loose steering",56,"Handbrake fault",55,,,,,,,
208,bare_system_noun,157567,SUSPENSION,maintenance_notes,airbag,"Airbag warning",96,alias,alias+token+fuzzy,airbag,,,,,,,,,,,
209,system_ENGINE_MECH,166841,ENGINE_MECH,maintenance_notes,"and fix ring scratch",Scratch,78,token,phrase+token+fuzzy,scratch,"Damaged rim",56,"Exhaust fault",56,,,,,,,
210,system_SUSPENSION,161668,SUSPENSION,service_sup,"Brake Pad Wear","Worn pads / discs",81,token,token,"brake wear","Pulling to one side",57,"Uneven tyre wear",56,,,,,,,
